    1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000   1200.00000000
    1191.83673469   1182.19825295   1175.92437103   1171.50313325   1168.23089531   1165.73074717   1163.77807873   1162.22837722   1160.98343212   1159.97378343   1159.14881331   1158.47077449   1157.91100246   1157.44741353   1157.06279784   1156.74362380   1156.47918257   1156.26096531   1156.08220365   1155.93752719   1155.82270693   1155.73446289   1155.67032101   1155.62850892   1155.60788317   1155.60788317   1155.62850892   1155.67032101   1155.73446289   1155.82270693   1155.93752719   1156.08220365   1156.26096531   1156.47918257   1156.74362380   1157.06279784   1157.44741353   1157.91100246   1158.47077449   1159.14881331   1159.97378343   1160.98343212   1162.22837722   1163.77807873   1165.73074717   1168.23089531   1171.50313325   1175.92437103   1182.19825295   1191.83673469
    1183.67346939   1167.94627190   1156.72822987   1148.46263754   1142.20213060   1137.35593285   1133.54033760   1130.49586356   1128.04078260   1126.04407927   1124.40904009   1123.06288455   1121.94997453   1121.02722765   1120.26093702   1119.62451655   1119.09687277   1118.66121088   1118.30414867   1118.01505316   1117.78554163   1117.60910652   1117.48083568   1117.39720818   1117.35595159   1117.35595159   1117.39720818   1117.48083568   1117.60910652   1117.78554163   1118.01505316   1118.30414867   1118.66121088   1119.09687277   1119.62451655   1120.26093702   1121.02722765   1121.94997453   1123.06288455   1124.40904009   1126.04407926   1128.04078260   1130.49586356   1133.54033760   1137.35593285   1142.20213060   1148.46263754   1156.72822987   1167.94627190   1183.67346939
    1175.51020408   1155.68951615   1140.77121741   1129.38363735   1120.55827004   1113.62195706   1108.10340325   1103.66716542   1100.06992302   1097.13189524   1094.71801034   1092.72529052   1091.07423289   1089.70280324   1088.56217241   1087.61363885   1086.82637467   1086.17575439   1085.64210343   1085.20975449   1084.86633344   1084.60221997   1084.41014394   1084.28488958   1084.22308855   1084.22308855   1084.28488958   1084.41014394   1084.60221997   1084.86633343   1085.20975449   1085.64210343   1086.17575438   1086.82637467   1087.61363885   1088.56217241   1089.70280324   1091.07423289   1092.72529052   1094.71801034   1097.13189524   1100.06992302   1103.66716542   1108.10340325   1113.62195706   1120.55827004   1129.38363735   1140.77121741   1155.68951615   1175.51020408
    1167.34693878   1144.69342118   1127.04481151   1113.20702509   1102.26578690   1093.53796291   1086.51667068   1080.82466780   1076.17891650   1072.36488307   1069.21821733   1066.61172124   1064.44602785   1062.64287219   1061.14018087   1059.88844989   1058.84804528   1057.98717326   1057.28034296   1056.70719622   1056.25161552   1055.90104584   1055.64598455   1055.47960633   1055.39749973   1055.39749973   1055.47960633   1055.64598455   1055.90104584   1056.25161552   1056.70719622   1057.28034296   1057.98717326   1058.84804528   1059.88844989   1061.14018087   1062.64287219   1064.44602785   1066.61172124   1069.21821733   1072.36488307   1076.17891650   1080.82466780   1086.51667068   1093.53796291   1102.26578690   1113.20702508   1127.04481151   1144.69342118   1167.34693878
    1159.18367347   1134.55792069   1114.91228692   1099.19137159   1086.55143736   1076.33214601   1068.02233325   1061.22762141   1055.64323634   1051.03257896   1047.21087216   1044.03286943   1041.38366419   1039.17181320   1037.32417167   1035.78199264   1034.49796398   1033.43394479   1032.55922861   1031.84920708   1031.28434197   1030.84937814   1030.53274787   1030.32613085   1030.22414405   1030.22414405   1030.32613085   1030.53274787   1030.84937814   1031.28434197   1031.84920708   1032.55922861   1033.43394479   1034.49796397   1035.78199264   1037.32417167   1039.17181320   1041.38366419   1044.03286943   1047.21087216   1051.03257895   1055.64323634   1061.22762141   1068.02233325   1076.33214601   1086.55143736   1099.19137159   1114.91228692   1134.55792069   1159.18367347
    1151.02040816   1125.04067515   1103.95467865   1086.81289098   1072.83892935   1061.40732628   1052.01926654   1044.27907235   1037.87337599   1032.55373133   1028.12262143   1024.42244243   1021.32693390   1018.73454941   1016.56333574   1014.74697386   1013.23171168   1011.97398198   1010.93854901   1010.09706582   1009.42695372   1008.91053726   1008.53438541   1008.28882217   1008.16758036   1008.16758036   1008.28882217   1008.53438541   1008.91053726   1009.42695372   1010.09706582   1010.93854901   1011.97398198   1013.23171168   1014.74697386   1016.56333574   1018.73454941   1021.32693390   1024.42244243   1028.12262143   1032.55373133   1037.87337599   1044.27907235   1052.01926654   1061.40732628   1072.83892935   1086.81289098   1103.95467865   1125.04067515   1151.02040816
    1142.85714286   1115.98335386   1093.88497592   1075.69508646   1060.69665272   1048.30165530   1038.03142832   1029.49830785   1022.38918784   1016.45136887   1011.48075735   1007.31224112   1003.81195446   1000.87111780    998.40115648    996.32984267    994.59824883    993.15834268    991.97108960    991.00495786    990.23474580    989.64066887    989.20765933    988.92484329    988.78516909    988.78516909    988.92484329    989.20765933    989.64066887    990.23474580    991.00495785    991.97108959    993.15834268    994.59824883    996.32984267    998.40115648   1000.87111780   1003.81195446   1007.31224112   1011.48075735   1016.45136887   1022.38918784   1029.49830785   1038.03142832   1048.30165530   1060.69665272   1075.69508646   1093.88497592   1115.98335386   1142.85714286
    1134.69387755   1107.27681047   1084.49962848   1065.56204427   1049.79834608   1036.65665038   1025.68140154   1016.49797449   1008.79911260   1002.33317436    996.89414614    992.31330327    988.45234185    985.19777819    982.45641317    980.15167588    978.22068521    976.61189408    975.28320547    974.20047082    973.33630009    972.66912755    972.18249010    971.86448530    971.70738462    971.70738462    971.86448530    972.18249010    972.66912755    973.33630009    974.20047081    975.28320547    976.61189408    978.22068520    980.15167588    982.45641317    985.19777819    988.45234185    992.31330327    996.89414614   1002.33317436   1008.79911260   1016.49797448   1025.68140154   1036.65665038   1049.79834608   1065.56204427   1084.49962848   1107.27681047   1134.69387755
    1126.53061224   1098.84280980   1075.65008491   1056.20775380   1039.89464434   1026.19237989   1014.66900719   1004.96533914    996.78327290    989.87575307    984.03820118    979.10126875    974.92477038    971.39264846    968.40882305    965.89379007    963.78184486    962.01882488    960.56028173    959.37000800    958.41885859    957.68381765    957.14727291    956.79646753    956.62310734    956.62310734    956.79646753    957.14727291    957.68381765    958.41885859    959.37000800    960.56028173    962.01882488    963.78184485    965.89379007    968.40882305    971.39264846    974.92477038    979.10126875    984.03820118    989.87575307    996.78327290   1004.96533914   1014.66900718   1026.19237989   1039.89464434   1056.20775380   1075.65008491   1098.84280980   1126.53061224
